Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"15/02/2016","3 ASHWOOD PARK, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","3 BUTTERY COURT, MARKET SQ, MALLOW","","Cork","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","3 Grosvenor Manor, Grosvenor Place, Rathmines","Dublin 6","Dublin","€399,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2016","3 LINDEN AVE UPPER, BEAUMONT DR, CORK","","Cork","€375,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","3 MERCHANT SQ, EAST WALL, DUBLIN 3","Dublin 3","Dublin","€231,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","3 SWILLY VIEW, KINNEGAR ROAD, RATHMULLEN","","Donegal","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","31 CARRICKHALL CLOSE, EDENDERRY, CO OFFALY","","Offaly","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","35 Maplewood Park, Tallaght, Dublin 24","Dublin 24","Dublin","€172,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","36 ARD AULINN, SKEHACREGGAUN, MUNGRET","","Limerick","€177,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","36 CEDAR COURT, TERENURE, DUBLIN 6W","","Dublin","€397,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","39 CECIL ST, LIMERICK, COUNTY LIMERICK","","Limerick","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","39 THE MILL HOUSE, THE STEELWORKS, DUBLIN 1","","Dublin","€241,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","4 CASTLEBRIDGE, MAYNOOTH, KILDARE","","Kildare","€370,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","4 Chapel Place, Chapel Street, Balbriggan","","Dublin","€112,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","4 DROMORE, COOTEHILL, CAVAN","","Cavan","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","4 LARKFIELD AVE, LUCAN, DUBLIN","","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","40 BAILY POINT, SALTHILL, GALWAY","","Galway","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","42 BELLEVILLE, BLACKHORSE AVE, DUBLIN 7","Dublin 7","Dublin","€470,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","42 GLENTAUN CLOSE, GLENTAUN, CREAGH","","Galway","€96,915.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2016","44 SELSKAR AVE, SKERRIES, DUBLIN","","Dublin","€462,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","44 WOODSTREAM, COOLANEY, SLIGO","","Sligo","€140,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","46 DUN NA MANACH, QUIN, CO CLARE","","Clare","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","48 CHARLESLAND GROVE, THE GLEN, GREYSTONES","","Wicklow","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","48 Coill Diarmada, Castledermot, Kildare","","Kildare","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","5 Anglesea Court, 133 Anglesea Road, Ballsbridge","Dublin 4","Dublin","€335,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","5 THE ORCHARD, MOUNTHAWK, TRALEE","","Kerry","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","53 COULTRY GARDENS, BALLYMUN, DUBLIN 9","Dublin 9","Dublin","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","59 MOATFIELD RD, COOLOCK, DUBLIN 5","Dublin 5","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","6 HILLVIEW, RATHCOOLE, COUNTY DUBLIN","","Dublin","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","6 SALLYGROVE, BALLYCULLEN, DUBLIN 24","Dublin 24","Dublin","€380,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2016","6 THE STEEPLES, ST LAURENCES RD, CHAPELIZOD","Dublin 20","Dublin","€176,666.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","61 Pebble Drive, Pebble Beach, Tramore","","Offaly","€66,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","62 PHILIPSBURGH TERRACE, MARINO, DUBLIN 3","Dublin 3","Dublin","€377,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","7 Barnwell lawn, hansfield, dublin 15","Dublin 15","Dublin","€299,020.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2016","7 LEINSTER TERRACE, OLD NANGOR RD, CLONDALKIN DUBLIN 22","Dublin 22","Dublin","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","71 STANNAWAY AVE, CRUMLIN, DUBLIN 12","Dublin 12","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","8 BOLANS COURT, GORT, GALWAY","","Galway","€68,200.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","8 CLAIRMONT RISE, THE GLEN, ROCKCORRY","","Monaghan","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","8 ONEILL ST, CLONMEL, TIPPERARY","","Tipperary","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","8 The Weir, Chapelizod, Dublin","Dublin 20","Dublin","€197,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","85 CARRIGCOURT, FORTUNESTOWN LANE, SAGGART","Dublin 24","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","87 SHANTALLA RD, SANTRY, DUBLIN 9","Dublin 9","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","9 ADELAIDE ST, DUN LAOGHAIRE, DUBLIN","","Dublin","€797,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","9 Oaklands Crescent, Rathgar","Dublin 6","Dublin","€294,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","99 THE RISE, MOUNT MERRION, DUBLIN","","Dublin","€1,150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Apartment 133, The Watermill, Raheny","Dublin 5","Dublin","€202,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 13 WESTPARK EXECUTIVE SUITES, CITYWEST, SAGGART","","Dublin","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 16 THE ORCHARD, CLOVER HILL ROAD, CLONDALKIN","Dublin 22","Dublin","€50,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 1, 40 CECIL ST, LIMERICK","","Limerick","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 1, 41 CECIL ST, LIMERICK","","Limerick","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 2, 40 CECIL ST, LIMERICK","","Limerick","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 2, 41 CECIL ST, LIMERICK","","Limerick","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Apt 35 Parkview Hall, Rhebogue, Dublin Road","","Limerick","€69,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 3, 40 CECIL ST, LIMERICK","","Limerick","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 3, 41 CECIL ST, LIMERICK","","Limerick","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","APT 4, BLOCK 2 FIELBROOK, PORTLAOISE","","Laois","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","ARDEE ROAD, CARRICKMACROSS, MONAGHAN","","Monaghan","€79,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","BALLYDONNELLAN, CORRANDULLA, GALWAY","","Galway","€217,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","BALLYMURN, ENNISCORTHY, COUNTY WEXFORD","","Wexford","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","BUNGALOW, CONG ROAD, HEADFORD","","Galway","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","CARGIN, HEADFORD, COUNTY GALWAY","","Galway","€190,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","CASTLEKEVIN, MALLOW, CO CORK","","Cork","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","CLOONCULLANE, STROKESTOWN, COUNTY ROSCOMMON","","Roscommon","€27,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","COOLBOA, CLASHMORE, CO WATERFORD","","Waterford","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","CORROY, KNOCKMORE, BALLINA","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","DONEEN, KILLCUMMIN, KILLARNEY","","Kerry","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","DUAGH, CAMP, TRALEE","","Kerry","€61,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","GLENOSHEEN, TICKNOCK, COBH","","Cork","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","GLENQUIN, BALLAGH, CO LIMERICK","","Limerick","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","HAGFIELD, CHARLESTOWN, MAYO","","Mayo","€152,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","KALEMA LODGE, HYNESTOWN, NAUL","","Dublin","€343,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","LEITRIM, TYHOLLAND, MONAGHAN","","Monaghan","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Merlin, Portland Place, Greystones","","Wicklow","€1,100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Metal Bridge, Crobally Lower, Tramore","","Waterford","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Monamuck, Valleymount, Blassington","","Wicklow","€390,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","MONASSA, CALLAN, KILKENNY","","Kilkenny","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","MORETTE, EMO, LAOIS","","Laois","€369,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Moy Villa, 57 Merrion Road, Ballsbridge","Dublin 4","Dublin","€2,287,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","Na Tha, Shannon Lane, Terryglass","","Tipperary","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","POLLSBOROUGH, TUBBERCURRY, SLIGO","","Sligo","€57,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","RATHCOR, RIVERSTOWN, DUNDALK","","Louth","€154,185.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"15/02/2016","ROSE LODGE, MOUNT ELLIOTT, NEW ROSS","","Wexford","€185,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","TAWLAGHT LOUGH ALLEN, CARRICK ON SHANNON, LOUGH ALLEN","","Roscommon","€73,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","TEARMÁNN, UPPER DERRYREEL, FALCARRAGH","","Donegal","€146,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","THE CLAUSHEEN, MAIN ST, LOWER KILMACOW","","Kilkenny","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","THE OLD DWELLING HOUSE, BEENBAWN, WATERVILLE","","Kerry","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/02/2016","TINABINA, YOUGHAL, CORK","","Cork","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","1 2 THE BELFRY, 365 COLLINS AVE, WHITEHALL DUBLIN 9","Dublin 9","Dublin","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","1 MAPLE CLOSE, CASTLELAKE, CARRIGTWOHILL","","Cork","€246,696.03","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","10 MEADOWFIELD, BALLYOGAN RD, SANDYFORD DUBLIN 18","Dublin 18","Dublin","€725,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","100 Cannon Street, Waterford","","Waterford","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","11 Gort na Duin, Oranhill, Oranmore","","Galway","€237,005.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","117 LYNWOOD PARK, ST PATRICKS RD, LIMERICK","","Limerick","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","118 St. Margaret's Road, Hampton Wood","Dublin 11","Dublin","€140,969.16","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","12 CASTLEHEIGHTS, ST JOSEPHS RD, MALLOW","","Cork","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","12 the oaks, briarfield, castletroy","","Limerick","€136,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","13 KILROSS, SEVEN OAKS, PURSER GARDENS DUBLIN 6","Dublin 6","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","130 COIS LUACHRA, DOORADOYLE, LIMERICK","","Limerick","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","14 BROADFIELD AVE, RATHCOOLE, DUBLIN","Dublin 24","Dublin","€285,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","14 Garden Village, Mountmellick Road, Portlaoise","","Laois","€88,108.39","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","14 UPPER SARSFIELD ST, NENAGH, TIPPERARY","","Tipperary","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","15 CARNE GLAS WAY GRACESIEU, WATERFORD","","Waterford","€94,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","15 Droimneach, Bweeng, Mallow","","Cork","€125,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","15 THORNDALE PARK, KINGSCOURT, CAVAN","","Cavan","€113,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","161 ACHA BHILE, LOUGHVILLE, ENNIS","","Clare","€65,198.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","17 Bracken Park Close, Carpenterstown Road, Castleknock","Dublin 15","Dublin","€647,577.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","17 CLAREMONT RD, SANDYMOUNT, DUBLIN 4","Dublin 4","Dublin","€781,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","19 BROOKDALE, MILL RD, MIDLETON","","Cork","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","2 Blanacup, Killykeen","","Cavan","€139,600.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","2 OAKFIELD PARK, SLIGO","","Sligo","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","20 THE CRESCENT, LUS AN IME, CLOYNE","","Cork","€158,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","21 ANNFIELD DR, CARPENTERSTOWN, DUBLIN 15","Dublin 15","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","21 Cois Glaisin Drive, Johnstown, Navan","","Meath","€175,400.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"16/02/2016","21 Straffan Manor, Straffan, Co. Kildare","","Kildare","€680,903.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","210 Cube One, Beacon South Quarter, Sandyford","Dublin 18","Dublin","€295,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","22 BROOKFIELD, ANGLESEA RD, DUBLIN 4","Dublin 4","Dublin","€350,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","23 ARD AOIBHINN, INNISHANNON, CORK","","Cork","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","23 The Green, Clonattin, Gorey","","Wexford","€80,869.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","24 CHURCH PK CT, HAROLDS CROSS, DUBLIN 6","","Dublin","€275,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","25 CHESTNUT GROVE, TULSK, ROSCOMMON","","Roscommon","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","25 STATION COURT HALL, COOLMINE, DUBLIN 15","Dublin 15","Dublin","€210,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","3  Eastly Court, College Wood, Mallow","","Cork","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","3 CUCHULAINN TCE, CARRICKMACROSS, MONAGHAN","","Monaghan","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","30 GLENVIEW SQ, TIPPERARY TOWN, TIPPERARY","","Tipperary","€102,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","33 KILTEEVAN PK, CASTLEREA, ROSCOMMON","","Roscommon","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","33 SEASCAPE, 366 CLONTARF ROAD, DUBLIN 3","","Dublin","€511,013.22","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","35 HEATHFIELD, CLONARD, WEXFORD","","Wexford","€141,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","35 PYNES VALLEY, BALLYVOLANE, CORK","","Cork","€270,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","36 Boroimhe Cedars, Swords, County Dublin","","Dublin","€217,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","36 PARK DR, THE PARK, CABINTEELY DUBLIN 18","Dublin 18","Dublin","€426,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","37 INNISCARRA RD, FAIR HILL, CORK","","Cork","€126,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","37 Kiltegan Lawn, Rochestown","","Cork","€425,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","38 ANNESLEY AVENUE, NORTH STRAND, DUBLIN 3","","Dublin","€71,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","38 DARGAN STREET, BRAY, CO WICKLOW","","Wicklow","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","38 MANGERTON RD, DRIMNAGH, DUBLIN 12","Dublin 12","Dublin","€230,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","38 Steeplechase Hill, Ratoath, County Meath","","Meath","€361,230.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","39 WESTBURY WOODS, ENNISCORTHY, CO WEXFORD","","Wexford","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","4 HAZELWOOD CRESCENT, CLONDALKIN, DUBLIN 22","Dublin 22","Dublin","€246,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","4 THE DRIVE, INNWOOD, ENFIELD","","Meath","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","40 GRANGE WAY, PINECROFT, GRANGE DOUGLAS","","Cork","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","40 WINDERMERE, GILFORD RD, SANDYMOUNT DUBLIN 4","Dublin 4","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","43 Dorrins Strand, Strandhill","","Sligo","€154,185.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","45 BROMLEY PARK DONNYBROOK, DOUGLAS, CORK","","Cork","€279,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","46 Charlotte Grove, Gorey, Wexford","","Wexford","€135,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","49 MOLAGA ST, CLONAKILTY, CORK","","Cork","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","5 CENTURY APTS, EMERSON AVE, SALTHILL","","Galway","€162,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","52 GLENOUGHTY CLOSE, LETTERKENNY, DONEGAL","","Donegal","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","52 VERNON AVENUE, CLONTARF, DUBLIN 3","Dublin 3","Dublin","€1,453,745.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","6 St James Square, Off Tower Street, Cork","","Cork","€91,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","6 THE CRESCENT, CURRAGH GRANGE, NEWBRIDGE","","Kildare","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","6 The Fulmar, Barnageeragh Cove, Skerries","","Dublin","€259,911.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","6 Willow Avenue, Belturbet","","Cavan","€130,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","63 COIS LUACHRA, DOORADOYLE, LIMERICK","","Limerick","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","64 MEADOWLANDS, BROOMFIELD, MIDLETON","","Cork","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","7 KIRWAN STREET COTTAGES, MANOR STREET, DUBLIN 7","Dublin 7","Dublin","€159,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","70 CASEMENT DR, DUBLIN 11, DUBLIN","Dublin 11","Dublin","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","70 Gleann Petit, Mullingar","","Westmeath","€234,194.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"16/02/2016","73 ST MICHAELS AVE, TIPPERARY, TIPPERARY","","Tipperary","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","74 FOXFIELD, CARRICKMACROSS, COUNTY MONAGHAN","","Monaghan","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","8 BEECHPARK RD, FOXROCK, DUBLIN 18","Dublin 18","Dublin","€660,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","8 WATERMINT APTS, OLD BRAY RD, DUBLIN","Dublin 18","Dublin","€395,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","80  Sandyford Downs, Sandyford, Dublin","Dublin 18","Dublin","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","80 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15","Dublin 15","Dublin","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","82 SESKIN VIEW RD, TALLAGHT, DUBLIN 24","Dublin 24","Dublin","€242,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","83 CASTLEKNOCK DOWNS, CASTLEKNOCK, DUBLIN 15","Dublin 15","Dublin","€332,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","9 EASTLY COURT, COLLEGE WOOD, MALLOW","","Cork","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","9 ESKER MEADOWS, KNOCK, MAYO","","Mayo","€82,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","9 EYREFIELD LAWNS, ATHGARVAN, NEWBRIDGE","","Kildare","€440,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","9 HAYDENS PARK GLADE, LUCAN, CO DUBLIN","","Dublin","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","9 Parkside Walk, Balgriffin","","Dublin","€328,188.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","92 Ivy Court, Beaumont Woods, Dublin 9","Dublin 9","Dublin","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","95 LATCHFORD SQ, CLONEE, DUBLIN 15","Dublin 15","Dublin","€156,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","96 Rosehill, Newport, Co.Tipperary","","Tipperary","€159,801.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"16/02/2016","APARTMENT 10 BLOCK 4, GATEWAY APARTMENTS, BALLINODE","","Sligo","€56,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APARTMENT 58 BLOCK B, SMITHFIELD MARKET, DUBLIN 7","","Dublin","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","Apartment 9, Flagship Harbour, Lanesborough","","Roscommon","€39,647.58","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/02/2016","APT 1 TOWERS BAR & RESTAURANT, WESTPORT, COUNTY MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 2 TOWERS BAR & RESTAURANT, WESTPORT, COUNTY MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 3 TOWERS BAR & RESTAURANT, WESTPORT, COUNTY MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 30 MARINERS HALL, CASTLE MEADOWS, SKEHARD RD","","Cork","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 4 TOWERS BAR & RESTAURANT, WESTPORT, COUNTY MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 5 TOWERS BAR & RESTAURANT, WESTPORT, COUNTY MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/02/2016","APT 5, TOWERS BAR & RESTAURANT, WESTPORT","","Mayo","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
